date,time,cash_value,stock_value,options_value
2024-06-18,02:00:00,3273.35,6197.94,2726.33
2024-06-18,03:00:00,3275.6,6187.82,2732.33
2024-06-18,04:00:00,3280.07,6180.64,2736.96
2024-06-18,05:00:00,3268.78,6192.75,2737.53
2024-06-18,06:00:00,3268.41,6204.7,2723.84
2024-06-18,07:00:00,3271.31,6194.56,2733.49
2024-06-18,08:00:00,3281.26,6191.74,2728.25
2024-06-18,09:00:00,3279.01,6191.19,2732.44
2024-06-18,10:00:00,3289.36,6198.33,2713.49
2024-06-18,11:00:00,3277.31,6207.81,2714.46
2024-06-18,12:00:00,3279.78,6194.82,2723.21
2024-06-18,13:00:00,3285.31,6192.2,2718.38
2024-06-18,14:00:00,3290.83,6184.6,2720.75
2024-06-18,15:00:00,3283.74,6178.18,2733.27
2024-06-18,16:00:00,3287.03,6174.64,2735.69
2024-06-18,17:00:00,3276.83,6198.62,2723.0
2024-06-18,18:00:00,3283.28,6185.52,2729.73
2024-06-18,19:00:00,3281.49,6180.67,2737.62
2024-06-18,20:00:00,3278.79,6180.01,2739.44
2024-06-18,21:00:00,3286.73,6175.89,2733.63
2024-06-18,22:00:00,3284.93,6196.16,2712.89
2024-06-18,23:00:00,3295.19,6218.73,2678.99
2024-06-19,00:00:00,3299.8,6203.69,2690.95
2024-06-19,01:00:00,3308.81,6211.8,2675.59
2024-06-19,02:00:00,3311.44,6196.57,2691.05
2024-06-19,03:00:00,3304.37,6185.62,2709.25
2024-06-19,04:00:00,3296.88,6198.24,2702.57
2024-06-19,05:00:00,3305.48,6200.32,2693.19
2024-06-19,06:00:00,3304.01,6200.98,2696.65
2024-06-19,07:00:00,3302.62,6220.57,2678.61
2024-06-19,08:00:00,3294.98,6213.05,2695.59
2024-06-19,09:00:00,3289.92,6224.94,2690.71
2024-06-19,10:00:00,3293.06,6207.76,2703.4
2024-06-19,11:00:00,3295.56,6197.94,2713.57
2024-06-19,12:00:00,3286.42,6178.92,2744.59
2024-06-19,13:00:00,3275.37,6201.75,2735.28
2024-06-19,14:00:00,3268.1,6192.14,2752.91
2024-06-19,15:00:00,3277.28,6207.44,2731.09
2024-06-19,16:00:00,3269.8,6203.67,2744.2
2024-06-19,17:00:00,3260.28,6228.85,2731.66
2024-06-19,18:00:00,3260.19,6213.79,2749.07
2024-06-19,19:00:00,3265.94,6209.33,2750.19
2024-06-19,20:00:00,3264.32,6225.5,2736.66
2024-06-19,21:00:00,3261.25,6245.12,2720.96
2024-06-19,22:00:00,3263.67,6261.42,2705.21
2024-06-19,23:00:00,3256.76,6243.77,2729.64
2024-06-20,00:00:00,3267.85,6247.1,2714.06
2024-06-20,01:00:00,3266.36,6238.86,2725.73
2024-06-20,02:00:00,3264.58,6215.86,2749.95
2024-06-20,03:00:00,3256.32,6231.3,2742.59
2024-06-20,04:00:00,3249.42,6232.5,2748.02
2024-06-20,05:00:00,3246.41,6250.16,2732.09
2024-06-20,06:00:00,3245.85,6239.22,2744.31
2024-06-20,07:00:00,3240.63,6256.25,2734.54
2024-06-20,08:00:00,3230.9,6262.4,2738.86
2024-06-20,09:00:00,3228.1,6278.84,2724.38
2024-06-20,10:00:00,3231.05,6297.76,2702.49
2024-06-20,11:00:00,3223.27,6319.59,2689.14
2024-06-20,12:00:00,3222.22,6326.37,2685.42
2024-06-20,13:00:00,3224.37,6320.11,2688.59
2024-06-20,14:00:00,3216.91,6301.26,2714.67
2024-06-20,15:00:00,3214.86,6322.49,2695.14
2024-06-20,16:00:00,3209.61,6308.98,2711.89
2024-06-20,17:00:00,3199.7,6299.59,2732.14
2024-06-20,18:00:00,3194.69,6305.72,2730.17
2024-06-20,19:00:00,3188.82,6284.49,2756.72
2024-06-20,20:00:00,3185.04,6283.39,2764.35
2024-06-20,21:00:00,3176.84,6276.12,2777.75
2024-06-20,22:00:00,3176.11,6296.04,2760.36
2024-06-20,23:00:00,3174.21,6277.4,2779.46
2024-06-21,00:00:00,3179.82,6273.58,2780.44
2024-06-21,01:00:00,3181.54,6267.83,2787.5
2024-06-21,02:00:00,3183.02,6262.8,2792.45
2024-06-21,03:00:00,3173.01,6273.69,2794.08
2024-06-21,04:00:00,3168.51,6259.6,2812.15
2024-06-21,05:00:00,3169.52,6261.02,2810.79
2024-06-21,06:00:00,3168.81,6285.98,2787.74
2024-06-21,07:00:00,3176.09,6269.08,2796.06
2024-06-21,08:00:00,3184.83,6272.53,2783.96
2024-06-21,09:00:00,3184.63,6261.24,2794.94
2024-06-21,10:00:00,3195.05,6260.41,2784.61
2024-06-21,11:00:00,3191.09,6255.96,2791.49
2024-06-21,12:00:00,3182.37,6249.34,2806.48
2024-06-21,13:00:00,3174.51,6240.83,2822.2
2024-06-21,14:00:00,3178.0,6223.26,2836.86
2024-06-21,15:00:00,3169.87,6229.72,2839.24
2024-06-21,16:00:00,3168.46,6221.54,2847.67
2024-06-21,17:00:00,3156.95,6201.97,2877.52
2024-06-21,18:00:00,3167.99,6199.88,2870.38
2024-06-21,19:00:00,3167.24,6174.88,2894.84
2024-06-21,20:00:00,3168.89,6183.06,2884.96
2024-06-21,21:00:00,3166.2,6189.85,2881.87
2024-06-21,22:00:00,3164.84,6182.03,2892.26
2024-06-21,23:00:00,3176.2,6195.8,2869.11
2024-06-22,00:00:00,3168.22,6212.39,2861.17
2024-06-22,01:00:00,3180.21,6222.67,2838.27
2024-06-22,02:00:00,3180.38,6236.25,2824.26
2024-06-22,03:00:00,3173.32,6244.54,2823.97
2024-06-22,04:00:00,3175.61,6231.22,2836.69
2024-06-22,05:00:00,3180.85,6248.17,2814.79
2024-06-22,06:00:00,3178.63,6254.61,2811.56
2024-06-22,07:00:00,3175.38,6278.13,2792.32
2024-06-22,08:00:00,3169.21,6254.09,2822.65
2024-06-22,09:00:00,3171.53,6274.9,2799.48
2024-06-22,10:00:00,3165.37,6297.54,2782.53
2024-06-22,11:00:00,3158.6,6290.47,2795.36
2024-06-22,12:00:00,3151.12,6268.41,2826.94
2024-06-22,13:00:00,3162.0,6257.65,2826.07
2024-06-22,14:00:00,3157.16,6233.83,2854.92
2024-06-22,15:00:00,3161.09,6234.52,2848.65
2024-06-22,16:00:00,3158.76,6217.17,2867.39
2024-06-22,17:00:00,3163.7,6198.39,2880.51
2024-06-22,18:00:00,3169.09,6195.37,2878.76
2024-06-22,19:00:00,3175.6,6180.79,2889.98
2024-06-22,20:00:00,3177.82,6186.81,2880.34
2024-06-22,21:00:00,3165.63,6208.13,2870.64
2024-06-22,22:00:00,3164.09,6183.71,2895.32
2024-06-22,23:00:00,3164.78,6196.63,2884.54
2024-06-23,00:00:00,3158.94,6195.24,2893.43
2024-06-23,01:00:00,3169.16,6208.73,2867.9
2024-06-23,02:00:00,3159.65,6227.15,2856.71
2024-06-23,03:00:00,3154.28,6240.22,2849.55
2024-06-23,04:00:00,3154.01,6251.93,2838.52
2024-06-23,05:00:00,3160.89,6254.24,2830.7
2024-06-23,06:00:00,3159.25,6248.36,2837.64
2024-06-23,07:00:00,3151.65,6264.07,2831.58
2024-06-23,08:00:00,3143.18,6259.55,2843.02
2024-06-23,09:00:00,3139.64,6256.19,2847.84
2024-06-23,10:00:00,3140.77,6278.99,2824.3
2024-06-23,11:00:00,3137.97,6268.8,2837.43
2024-06-23,12:00:00,3132.83,6260.33,2853.08
2024-06-23,13:00:00,3133.04,6245.68,2868.58
2024-06-23,14:00:00,3139.14,6248.21,2861.96
2024-06-23,15:00:00,3131.09,6272.68,2846.19
2024-06-23,16:00:00,3119.94,6258.21,2872.04
2024-06-23,17:00:00,3125.26,6272.32,2851.59
2024-06-23,18:00:00,3134.12,6278.31,2837.85
2024-06-23,19:00:00,3129.75,6289.49,2831.62
2024-06-23,20:00:00,3128.59,6287.95,2832.95
2024-06-23,21:00:00,3124.67,6264.04,2858.74
2024-06-23,22:00:00,3135.74,6287.35,2825.39
2024-06-23,23:00:00,3131.72,6294.13,2822.08
2024-06-24,00:00:00,3139.29,6280.81,2828.04
2024-06-24,01:00:00,3146.17,6305.46,2797.43
2024-06-24,02:00:00,3154.12,6283.01,2813.23
2024-06-24,03:00:00,3148.18,6282.38,2821.72
2024-06-24,04:00:00,3137.36,6297.94,2818.63
2024-06-24,05:00:00,3135.93,6278.02,2842.04
2024-06-24,06:00:00,3132.9,6267.4,2855.83
2024-06-24,07:00:00,3137.06,6267.91,2852.59
2024-06-24,08:00:00,3129.4,6254.79,2876.16
2024-06-24,09:00:00,3129.78,6233.72,2895.53
2024-06-24,10:00:00,3139.31,6222.72,2899.77
2024-06-24,11:00:00,3133.68,6232.92,2893.95
2024-06-24,12:00:00,3124.53,6243.78,2893.69
2024-06-24,13:00:00,3119.83,6243.92,2897.79
2024-06-24,14:00:00,3128.61,6225.44,2909.36
2024-06-24,15:00:00,3125.63,6239.48,2898.13
2024-06-24,16:00:00,3132.35,6245.64,2883.58
2024-06-24,17:00:00,3135.34,6238.27,2886.31
2024-06-24,18:00:00,3139.51,6228.13,2892.79
2024-06-24,19:00:00,3131.33,6219.9,2908.69
2024-06-24,20:00:00,3125.53,6238.41,2894.77
2024-06-24,21:00:00,3119.24,6255.96,2883.97
2024-06-24,22:00:00,3113.88,6233.09,2912.27
2024-06-24,23:00:00,3105.66,6222.04,2934.35
2024-06-25,00:00:00,3112.01,6214.01,2937.0
2024-06-25,01:00:00,3117.34,6231.74,2914.75
2024-06-25,02:00:00,3106.84,6250.96,2907.22
2024-06-25,03:00:00,3118.03,6261.12,2887.9
2024-06-25,04:00:00,3126.61,6260.93,2880.33
2024-06-25,05:00:00,3135.94,6280.51,2851.1
2024-06-25,06:00:00,3137.01,6269.61,2861.28
2024-06-25,07:00:00,3130.57,6246.67,2888.45
2024-06-25,08:00:00,3133.42,6231.45,2898.94
2024-06-25,09:00:00,3138.9,6209.83,2912.86
2024-06-25,10:00:00,3141.69,6189.47,2929.2
2024-06-25,11:00:00,3151.35,6183.52,2925.73
2024-06-25,12:00:00,3140.82,6206.64,2915.37
2024-06-25,13:00:00,3143.36,6231.07,2889.76
2024-06-25,14:00:00,3137.67,6251.92,2874.12
2024-06-25,15:00:00,3149.52,6275.46,2839.5
2024-06-25,16:00:00,3155.65,6300.03,2811.32
2024-06-25,17:00:00,3164.36,6275.99,2826.92
2024-06-25,18:00:00,3160.94,6282.52,2822.94
2024-06-25,19:00:00,3154.72,6277.58,2833.17
2024-06-25,20:00:00,3153.11,6264.39,2847.4
2024-06-25,21:00:00,3152.84,6256.61,2855.96
2024-06-25,22:00:00,3155.5,6254.54,2857.44
2024-06-25,23:00:00,3166.92,6269.26,2831.44
2024-06-26,00:00:00,3165.51,6294.31,2809.79
2024-06-26,01:00:00,3159.82,6288.61,2823.32
2024-06-26,02:00:00,3151.98,6278.6,2841.94
2024-06-26,03:00:00,3142.77,6253.57,2874.53
2024-06-26,04:00:00,3131.58,6254.28,2884.67
2024-06-26,05:00:00,3120.39,6267.28,2881.56
2024-06-26,06:00:00,3114.0,6248.21,2905.89
2024-06-26,07:00:00,3104.32,6247.47,2914.75
2024-06-26,08:00:00,3113.96,6251.09,2902.01
2024-06-26,09:00:00,3110.67,6229.52,2928.56
2024-06-26,10:00:00,3121.74,6210.38,2935.44
2024-06-26,11:00:00,3117.76,6212.38,2936.83
2024-06-26,12:00:00,3122.53,6229.47,2913.92
2024-06-26,13:00:00,3123.99,6234.76,2907.29
2024-06-26,14:00:00,3132.69,6232.31,2903.89
2024-06-26,15:00:00,3139.49,6239.28,2891.38
2024-06-26,16:00:00,3132.8,6259.43,2879.58
2024-06-26,17:00:00,3130.83,6266.57,2873.99
2024-06-26,18:00:00,3124.36,6284.83,2862.12
2024-06-26,19:00:00,3121.77,6306.96,2845.24
2024-06-26,20:00:00,3125.57,6319.38,2828.74
2024-06-26,21:00:00,3128.93,6340.72,2802.29
2024-06-26,22:00:00,3116.76,6352.94,2800.59
2024-06-26,23:00:00,3108.64,6353.85,2806.49
2024-06-27,00:00:00,3113.41,6338.52,2818.73
2024-06-27,01:00:00,3105.73,6358.91,2805.74
2024-06-27,02:00:00,3100.32,6372.29,2799.09
2024-06-27,03:00:00,3103.46,6378.99,2791.86
2024-06-27,04:00:00,3094.18,6371.33,2808.91
2024-06-27,05:00:00,3099.49,6364.79,2810.93
2024-06-27,06:00:00,3109.4,6376.56,2789.23
2024-06-27,07:00:00,3104.69,6390.75,2781.98
2024-06-27,08:00:00,3108.46,6393.87,2776.66
2024-06-27,09:00:00,3109.8,6405.94,2765.85
2024-06-27,10:00:00,3099.37,6420.82,2764.32
2024-06-27,11:00:00,3098.42,6424.47,2760.48
2024-06-27,12:00:00,3091.09,6419.95,2771.62
2024-06-27,13:00:00,3099.32,6435.93,2749.29
2024-06-27,14:00:00,3105.95,6440.68,2736.82
2024-06-27,15:00:00,3104.6,6446.58,2731.11
2024-06-27,16:00:00,3095.15,6445.95,2743.81
2024-06-27,17:00:00,3084.93,6452.12,2749.07
2024-06-27,18:00:00,3086.27,6451.8,2747.0
2024-06-27,19:00:00,3090.28,6454.49,2738.55
2024-06-27,20:00:00,3087.65,6447.83,2747.4
2024-06-27,21:00:00,3077.2,6472.2,2734.37
2024-06-27,22:00:00,3087.81,6478.11,2717.91
2024-06-27,23:00:00,3094.25,6478.43,2709.63
2024-06-28,00:00:00,3084.39,6475.77,2721.6
2024-06-28,01:00:00,3086.09,6465.87,2729.49
2024-06-28,02:00:00,3093.63,6459.91,2729.82
2024-06-28,03:00:00,3090.37,6482.94,2710.34
2024-06-28,04:00:00,3098.15,6462.35,2722.61
2024-06-28,05:00:00,3098.35,6474.97,2710.43
2024-06-28,06:00:00,3087.0,6461.3,2735.62
2024-06-28,07:00:00,3096.04,6477.69,2708.89
2024-06-28,08:00:00,3085.06,6475.31,2722.8
2024-06-28,09:00:00,3080.86,6465.48,2738.71
2024-06-28,10:00:00,3079.37,6469.26,2736.56
2024-06-28,11:00:00,3080.43,6448.08,2756.23
2024-06-28,12:00:00,3088.7,6449.17,2748.56
2024-06-28,13:00:00,3098.03,6464.84,2723.39
2024-06-28,14:00:00,3098.81,6482.27,2708.12
2024-06-28,15:00:00,3107.64,6462.89,2719.02
2024-06-28,16:00:00,3111.61,6480.88,2697.11
2024-06-28,17:00:00,3120.64,6473.71,2697.38
2024-06-28,18:00:00,3117.07,6450.87,2726.93
2024-06-28,19:00:00,3124.82,6474.49,2697.27
2024-06-28,20:00:00,3112.49,6451.38,2731.3
2024-06-28,21:00:00,3119.68,6446.8,2728.35
2024-06-28,22:00:00,3113.43,6424.97,2755.14
2024-06-28,23:00:00,3102.06,6421.18,2771.54
2024-06-29,00:00:00,3109.34,6430.19,2755.73
2024-06-29,01:00:00,3104.93,6440.18,2752.95
2024-06-29,02:00:00,3108.34,6448.94,2738.86
2024-06-29,03:00:00,3115.9,6427.79,2751.99
2024-06-29,04:00:00,3122.63,6412.12,2762.14
2024-06-29,05:00:00,3118.83,6411.31,2768.47
2024-06-29,06:00:00,3109.73,6418.11,2772.67
2024-06-29,07:00:00,3109.53,6402.18,2788.47
2024-06-29,08:00:00,3117.13,6412.4,2772.15
2024-06-29,09:00:00,3117.55,6411.86,2772.41
2024-06-29,10:00:00,3118.46,6396.87,2787.14
2024-06-29,11:00:00,3120.37,6397.23,2787.55
2024-06-29,12:00:00,3113.73,6404.04,2789.94
2024-06-29,13:00:00,3101.38,6392.68,2812.5
2024-06-29,14:00:00,3102.67,6399.69,2803.59
2024-06-29,15:00:00,3107.44,6405.08,2793.0
2024-06-29,16:00:00,3114.15,6403.43,2789.78
2024-06-29,17:00:00,3103.28,6421.04,2783.81
2024-06-29,18:00:00,3098.08,6401.09,2807.55
2024-06-29,19:00:00,3089.45,6396.6,2822.97
2024-06-29,20:00:00,3101.92,6390.49,2817.9
2024-06-29,21:00:00,3105.49,6399.78,2804.9
2024-06-29,22:00:00,3116.9,6410.23,2784.96
2024-06-29,23:00:00,3125.98,6415.69,2772.9
2024-06-30,00:00:00,3137.2,6428.4,2751.12
2024-06-30,01:00:00,3149.39,6422.01,2747.16
2024-06-30,02:00:00,3137.02,6440.12,2740.61
2024-06-30,03:00:00,3135.43,6439.87,2744.97
2024-06-30,04:00:00,3141.79,6442.3,2735.25
2024-06-30,05:00:00,3133.8,6459.72,2728.21
2024-06-30,06:00:00,3122.85,6445.56,2751.53
2024-06-30,07:00:00,3125.13,6456.45,2737.26
2024-06-30,08:00:00,3124.2,6446.38,2750.66
2024-06-30,09:00:00,3115.89,6432.11,2775.12
2024-06-30,10:00:00,3120.52,6429.83,2771.14
2024-06-30,11:00:00,3110.29,6438.3,2770.89
2024-06-30,12:00:00,3114.59,6440.49,2765.06
2024-06-30,13:00:00,3105.74,6434.84,2779.66
2024-06-30,14:00:00,3102.56,6419.09,2798.92
2024-06-30,15:00:00,3097.8,6419.03,2802.66
2024-06-30,16:00:00,3103.71,6431.79,2782.9
2024-06-30,17:00:00,3093.49,6426.22,2798.01
2024-06-30,18:00:00,3102.27,6417.88,2800.34
2024-06-30,19:00:00,3092.16,6427.4,2799.25
2024-06-30,20:00:00,3089.34,6412.12,2817.3
2024-06-30,21:00:00,3080.71,6422.93,2813.67
2024-06-30,22:00:00,3079.0,6440.65,2796.37
2024-06-30,23:00:00,3088.53,6451.72,2776.69
2024-07-01,00:00:00,3099.92,6446.52,2769.01
2024-07-01,01:00:00,3104.0,6440.44,2770.33
2024-07-01,02:00:00,3114.16,6426.81,2775.29
2024-07-01,03:00:00,3116.02,6427.98,2774.4
2024-07-01,04:00:00,3115.3,6413.15,2792.73
2024-07-01,05:00:00,3125.53,6391.44,2802.88
2024-07-01,06:00:00,3126.39,6367.69,2824.42
2024-07-01,07:00:00,3136.31,6370.22,2811.92
2024-07-01,08:00:00,3133.22,6349.0,2838.64
2024-07-01,09:00:00,3130.87,6369.29,2823.68
2024-07-01,10:00:00,3135.06,6360.29,2829.33
2024-07-01,11:00:00,3128.71,6337.85,2858.8
2024-07-01,12:00:00,3137.25,6315.06,2873.34
2024-07-01,13:00:00,3135.72,6313.36,2877.1
2024-07-01,14:00:00,3143.88,6336.53,2846.93
2024-07-01,15:00:00,3150.94,6341.22,2835.3
2024-07-01,16:00:00,3139.01,6319.75,2868.32
2024-07-01,17:00:00,3129.69,6332.21,2866.07
2024-07-01,18:00:00,3117.71,6345.44,2863.83
2024-07-01,19:00:00,3130.32,6348.64,2849.93
2024-07-01,20:00:00,3138.94,6362.46,2826.32
2024-07-01,21:00:00,3139.73,6365.92,2820.52
2024-07-01,22:00:00,3146.71,6349.39,2831.24
2024-07-01,23:00:00,3141.54,6366.76,2822.02
2024-07-02,00:00:00,3149.54,6359.73,2822.9
2024-07-02,01:00:00,3139.67,6352.09,2842.78
2024-07-02,02:00:00,3128.34,6354.44,2849.95
2024-07-02,03:00:00,3140.27,6354.15,2839.51
2024-07-02,04:00:00,3150.47,6370.88,2815.39
2024-07-02,05:00:00,3140.9,6360.62,2833.72
2024-07-02,06:00:00,3141.47,6380.85,2811.31
2024-07-02,07:00:00,3137.53,6405.11,2790.79
2024-07-02,08:00:00,3127.7,6396.86,2809.92
2024-07-02,09:00:00,3138.57,6373.11,2820.95
2024-07-02,10:00:00,3148.36,6368.01,2818.47
2024-07-02,11:00:00,3137.74,6377.09,2822.21
2024-07-02,12:00:00,3129.88,6356.25,2849.88
2024-07-02,13:00:00,3131.09,6346.53,2861.08
2024-07-02,14:00:00,3130.52,6345.11,2862.42
2024-07-02,15:00:00,3129.11,6362.11,2847.84
2024-07-02,16:00:00,3118.34,6350.56,2869.26
2024-07-02,17:00:00,3121.91,6350.04,2868.97
2024-07-02,18:00:00,3110.74,6325.66,2903.51
2024-07-02,19:00:00,3104.5,6320.15,2915.29
2024-07-02,20:00:00,3110.36,6327.41,2900.54
2024-07-02,21:00:00,3117.44,6318.82,2904.33
2024-07-02,22:00:00,3128.5,6317.17,2896.4
2024-07-02,23:00:00,3121.21,6311.0,2911.47
2024-07-03,00:00:00,3123.09,6295.43,2923.8
2024-07-03,01:00:00,3116.02,6316.18,2908.05
2024-07-03,02:00:00,3127.57,6292.72,2920.27
2024-07-03,03:00:00,3135.83,6270.65,2932.35
2024-07-03,04:00:00,3142.38,6261.2,2933.91
2024-07-03,05:00:00,3132.55,6238.86,2967.83
2024-07-03,06:00:00,3144.32,6249.16,2944.52
2024-07-03,07:00:00,3147.5,6260.39,2930.34
2024-07-03,08:00:00,3138.02,6281.14,2917.07
2024-07-03,09:00:00,3135.25,6282.68,2917.9
2024-07-03,10:00:00,3145.27,6279.44,2908.96
2024-07-03,11:00:00,3140.45,6303.83,2888.97
2024-07-03,12:00:00,3152.44,6316.92,2865.51
2024-07-03,13:00:00,3162.01,6318.52,2856.15
2024-07-03,14:00:00,3164.69,6296.99,2874.66
2024-07-03,15:00:00,3162.35,6300.5,2872.71
2024-07-03,16:00:00,3171.39,6304.75,2857.75
2024-07-03,17:00:00,3170.75,6326.85,2835.3
2024-07-03,18:00:00,3160.98,6341.83,2831.81
2024-07-03,19:00:00,3168.85,6357.47,2807.85
2024-07-03,20:00:00,3180.1,6377.79,2775.46
2024-07-03,21:00:00,3182.09,6401.12,2751.2
2024-07-03,22:00:00,3170.65,6423.21,2739.77
2024-07-03,23:00:00,3173.42,6419.91,2740.89
2024-07-04,00:00:00,3182.47,6443.22,2706.94
2024-07-04,01:00:00,3193.04,6435.94,2702.14
2024-07-04,02:00:00,3188.93,6415.99,2725.86
2024-07-04,03:00:00,3201.54,6418.83,2713.22
2024-07-04,04:00:00,3203.98,6436.41,2693.78
2024-07-04,05:00:00,3206.43,6427.14,2699.96
2024-07-04,06:00:00,3198.97,6418.29,2718.97
2024-07-04,07:00:00,3190.75,6441.1,2707.53
2024-07-04,08:00:00,3199.17,6442.29,2699.48
2024-07-04,09:00:00,3190.29,6450.64,2701.45
2024-07-04,10:00:00,3181.09,6449.8,2711.77
2024-07-04,11:00:00,3192.58,6457.34,2693.51
2024-07-04,12:00:00,3191.27,6477.88,2675.41
2024-07-04,13:00:00,3202.99,6479.15,2665.48
2024-07-04,14:00:00,3215.5,6460.1,2673.63
2024-07-04,15:00:00,3209.59,6443.8,2695.84
2024-07-04,16:00:00,3220.16,6430.41,2701.39
2024-07-04,17:00:00,3209.96,6410.33,2734.4
2024-07-04,18:00:00,3209.54,6396.84,2751.45
2024-07-04,19:00:00,3214.49,6383.29,2758.58
2024-07-04,20:00:00,3221.39,6401.0,2733.78
2024-07-04,21:00:00,3218.3,6408.49,2730.48
2024-07-04,22:00:00,3226.07,6419.42,2714.45
2024-07-04,23:00:00,3225.02,6442.25,2694.65
2024-07-05,00:00:00,3224.39,6435.14,2702.71
2024-07-05,01:00:00,3223.32,6444.57,2692.84
2024-07-05,02:00:00,3221.84,6444.17,2693.0
2024-07-05,03:00:00,3228.76,6460.21,2671.06
2024-07-05,04:00:00,3238.53,6449.22,2674.22
2024-07-05,05:00:00,3241.87,6459.02,2662.91
2024-07-05,06:00:00,3240.16,6469.13,2654.23
2024-07-05,07:00:00,3233.56,6463.21,2665.01
2024-07-05,08:00:00,3239.52,6463.55,2658.15
2024-07-05,09:00:00,3246.91,6467.79,2644.94
2024-07-05,10:00:00,3244.69,6449.22,2668.44
2024-07-05,11:00:00,3246.09,6428.86,2686.43
2024-07-05,12:00:00,3236.22,6429.93,2697.47
2024-07-05,13:00:00,3244.21,6444.89,2675.94
2024-07-05,14:00:00,3237.83,6424.02,2704.97
2024-07-05,15:00:00,3247.96,6421.14,2700.43
2024-07-05,16:00:00,3249.16,6418.65,2704.22
2024-07-05,17:00:00,3257.86,6423.94,2690.79
2024-07-05,18:00:00,3260.34,6443.1,2667.9
2024-07-05,19:00:00,3249.72,6436.49,2685.58
2024-07-05,20:00:00,3248.02,6426.54,2699.55
2024-07-05,21:00:00,3246.29,6421.43,2704.7
2024-07-05,22:00:00,3238.72,6423.61,2710.17
2024-07-05,23:00:00,3251.74,6412.34,2710.9
2024-07-06,00:00:00,3247.8,6391.82,2733.85
2024-07-06,01:00:00,3241.28,6396.06,2735.23
2024-07-06,02:00:00,3237.59,6414.12,2719.05
2024-07-06,03:00:00,3229.96,6431.72,2709.7
2024-07-06,04:00:00,3235.49,6438.98,2695.85
2024-07-06,05:00:00,3241.91,6450.85,2676.66
2024-07-06,06:00:00,3249.49,6443.2,2679.14
2024-07-06,07:00:00,3242.28,6443.91,2687.06
2024-07-06,08:00:00,3252.58,6447.82,2673.36
2024-07-06,09:00:00,3254.18,6448.35,2670.27
2024-07-06,10:00:00,3259.67,6444.29,2666.76
2024-07-06,11:00:00,3266.23,6458.1,2645.97
2024-07-06,12:00:00,3271.13,6461.02,2639.37
2024-07-06,13:00:00,3264.2,6449.27,2657.49
2024-07-06,14:00:00,3252.35,6448.33,2668.93
2024-07-06,15:00:00,3258.37,6435.81,2675.3
2024-07-06,16:00:00,3248.47,6424.13,2698.39
2024-07-06,17:00:00,3240.33,6414.9,2713.92
2024-07-06,18:00:00,3241.77,6426.52,2699.81
2024-07-06,19:00:00,3229.66,6439.25,2700.07
2024-07-06,20:00:00,3220.06,6417.43,2733.61
2024-07-06,21:00:00,3223.54,6432.95,2714.73
2024-07-06,22:00:00,3215.84,6454.71,2698.64
2024-07-06,23:00:00,3227.55,6437.36,2702.16
2024-07-07,00:00:00,3227.83,6424.46,2715.92
2024-07-07,01:00:00,3230.78,6412.42,2724.86
2024-07-07,02:00:00,3224.66,6413.69,2730.11
2024-07-07,03:00:00,3224.9,6426.13,2719.79
2024-07-07,04:00:00,3218.66,6406.59,2747.54
2024-07-07,05:00:00,3206.54,6404.97,2762.14
2024-07-07,06:00:00,3201.08,6422.27,2748.65
2024-07-07,07:00:00,3207.32,6398.67,2765.84
2024-07-07,08:00:00,3205.71,6424.38,2744.23
2024-07-07,09:00:00,3214.57,6441.4,2716.88
2024-07-07,10:00:00,3204.22,6421.13,2750.48
2024-07-07,11:00:00,3206.2,6424.14,2745.32
2024-07-07,12:00:00,3203.25,6445.01,2728.37
2024-07-07,13:00:00,3197.34,6423.84,2756.4
2024-07-07,14:00:00,3198.85,6420.07,2757.91
2024-07-07,15:00:00,3187.55,6427.63,2764.16
2024-07-07,16:00:00,3197.91,6433.53,2748.21
2024-07-07,17:00:00,3198.63,6445.42,2733.73
2024-07-07,18:00:00,3196.07,6429.35,2754.57
2024-07-07,19:00:00,3185.82,6423.5,2771.87
2024-07-07,20:00:00,3181.04,6442.52,2760.24
2024-07-07,21:00:00,3192.54,6460.08,2730.54
2024-07-07,22:00:00,3184.05,6448.9,2749.71
2024-07-07,23:00:00,3180.8,6467.32,2732.68
2024-07-08,00:00:00,3168.38,6444.66,2766.33
2024-07-08,01:00:00,3171.58,6431.99,2777.05
2024-07-08,02:00:00,3170.61,6445.09,2767.69
2024-07-08,03:00:00,3170.92,6470.86,2744.17
2024-07-08,04:00:00,3161.91,6460.32,2765.08
2024-07-08,05:00:00,3165.42,6474.64,2748.16
2024-07-08,06:00:00,3172.58,6476.13,2739.16
2024-07-08,07:00:00,3176.7,6468.53,2741.58
2024-07-08,08:00:00,3178.09,6469.85,2737.42
2024-07-08,09:00:00,3181.98,6493.34,2711.41
2024-07-08,10:00:00,3169.71,6493.62,2723.39
2024-07-08,11:00:00,3171.67,6482.63,2734.24
2024-07-08,12:00:00,3166.99,6470.65,2751.16
2024-07-08,13:00:00,3158.72,6450.61,2777.62
2024-07-08,14:00:00,3171.16,6461.69,2755.21
2024-07-08,15:00:00,3178.66,6453.77,2757.52
2024-07-08,16:00:00,3176.85,6431.1,2782.98
2024-07-08,17:00:00,3183.91,6457.0,2752.99
2024-07-08,18:00:00,3184.95,6453.86,2753.47
2024-07-08,19:00:00,3191.14,6429.82,2771.91
2024-07-08,20:00:00,3199.05,6428.29,2768.24
